island_name,food_bank_name,sub_area,service_type,operation_duration,instructions,location_text,contact,days,TEFAP,TANF,location_geopoint,description,active,marker_legend
Island of Hawaii,Pahoa Pantry @ New Hope Church,Puna,Food Pantry,"2nd Friday of the month 1:00-2:00 PM (except holidays)
",2nd Friday of the month,"15-3083 Kapoho Rd, Pahoa
",965-0006,friday,unknown,unknown,"19.4954397,-154.9494112",,yes,pantry
Island of Hawaii,Kurtistown Assembly of God,Puna,Food Pantry,Last two Saturdays of the month 9:00-10:15 AM (except holidays),Last two Saturdays of the month,"17-550 Volcano Rd Kurtistown
",960-8721,saturday,unknown,unknown,"19.5817619,-155.0627679",,yes,pantry
Island of Hawaii,Hilo Korean Christian Church,Puna,Food Pantry,Last Saturday of the month 1:30-3:00 PM  (except holidays),Last Saturday of the month,"17-248 Volcano Rd Kurtistown
",966-6511,saturday,unknown,unknown,"19.6067236,-155.0508196",,yes,pantry
Island of Hawaii,Seventh Day Adventist Church,Hilo,Food Pantry,3rd Monday of the month 10:00 AM (except holidays) ,3rd Monday of the month,"Seventh Day Adventist Church
162 Kapiolani St
",933-6030,monday,unknown,unknown,"19.719890964646616,-155.08888045805043",,yes,pantry
Island of Hawaii,Joseph’s Storehouse,Hilo,Food Pantry,Last Tuesday of the month 11:00 AM-12:00 PM (except holidays),Last Tuesday of the month,"Joseph’s Storehouse
183 Keawe St.
Old Under His Wings building",935-7004,tuesday,unknown,unknown,"19.724695531853893,-155.08702906240342",,yes,pantry
Island of Hawaii,Malia Puka O Kalani Church,Hilo,Food Pantry,3rd Wednesday of the month 10:30-11:30 AM (except holidays),3rd Wednesday of the month,"Malia Puka O Kalani Church
326 Desha Ave.",781-3839,wednesday,unknown,unknown,"19.7298344,-155.0427626",,yes,pantry
Island of Hawaii,Living Waters Church,Hilo,Food Pantry,2nd & 4th Thursday of the month 10:00-11:00 AM (except holidays),2nd & 4th Thursday of the month,"Living Waters Church
89 Maikai St. Hilo
Behind Kinoole Sr. Housing
2nd & 4th Thursday of the month",959-9524,thursday,unknown,unknown,"49.1677584,-122.5810047",,yes,pantry
Island of Hawaii,Grace Baptist Church,Hilo,Food Pantry,4th Thursday of the month 11:30 AM (except holidays) ,4th Thursday of the month,"Grace Baptist Church
2575 Kilauea Ave. Hilo
4th Thursday of the month",959-6711,thursday,unknown,unknown,"19.67887723324581,-155.06647086902515",,yes,pantry
Island of Hawaii,Salvation Army Lanai,Hilo,Food Pantry,"Every Friday 9:00-11:00 AM 
(except holidays)","Please bring proof of household size
and names of each member","Salvation Army Lanai
219 Ponahawai St (Downtown Hilo)
",935-1277,friday,unknown,unknown,"20.8165975,-156.9273193",,yes,pantry
Island of Hawaii,Malu Aina,Puna,Emergency Food Pantry,Tuesday to Saturday 9:00 AM-4:00 PM (except holidays),"Jim 966-7622
Call to set place and time","Malu Aina
Services Lower Keaau – Upper Puna","Jim 966-7622
Call to set place and time","tuesday,wedneday,thursday,friday,saturday",unknown,unknown,"19.561575998859112,-155.066110318064",,yes,emergency
Island of Hawaii,Mountain View,Puna,Emergency Food Pantry,"Monday, Tuesday, & Thursday 1:00-3:00pm (except holidays)","Raquel 365-4221
Call to set place and time
(alternate pick-up locations may
be able to be arranged)","Mountain View
Main pick-up location is St. Theresa
Parish –
18-1355 Volcano Hwy","365-4221
","monday,tuesday,thursday",unknown,unknown,"37.3860517,-122.0838511",,yes,emergency
Island of Hawaii,Volcano Cooper Center,Puna,Emergency Food Pantry,Tuesday to Saturday 8:30-11:30 AM (except holidays),"967-7800
No need to call – just go
during the posted times. Pick-up in Bookstore","Volcano Cooper Center
19-4030 Wright Rd Volcano
Pick-up in Bookstore","967-7800
No need to call – just go during the posted times","tuesday,wedneday,thursday,friday,saturday",unknown,unknown,"19.4342395,-155.2303737",,yes,emergency
Island of Hawaii,Salvation Army – Kailua Kona,Kona,Food Pantry,Every Tuesday 11:00-1:00 PM(except holidays),Top of Hamburger Hill,"Salvation Army – Kailua Kona
75-223 Kalani St (Top of Hamburger Hill)",326-2330,tuesday,unknown,unknown,"19.6419129,-155.9962255",,yes,pantry
Island of Hawaii,Marshallese New Pentecostal Church,Kona,Food Pantry,3rd Tuesday of the month 11:00 AM-12:00 PM (except holidays),,"Marshallese New Pentecostal Church
74-5596 Pawai Pl. Kailua-Kona",808-300-8462,tuesday,unknown,unknown,"7.131474,171.184478",,yes,pantry
Island of Hawaii,Kona Gospel Chapel,Kona,Food Pantry,2nd and 4th Wednesday of the month 10:00-11:00 AM (except holidays),,"Kona Gospel Chapel
81-1037 Nani Kupuna Pl
Kealakekua - behind Amer. Savings",323-3110,wednesday,unknown,unknown,"19.6419129,-155.9962255",,yes,pantry
Island of Hawaii,Bible First Mission Church,Kona,Food Pantry,4th Wednesday of the month 1:00-2:30 PM (except holidays),PLEASE CALL FIRST,"Bible First Mission Church
82-5976 Mamalahoa Hwy Capt. Cook",435-238-7582,wednesday,unknown,unknown,"19.4824513,-155.899761",,yes,pantry
Island of Hawaii,St. Benedict Church Capt. Cook,Kona,Food Pantry,"2nd & 4th Friday of the month 9:00-10:00 AM
(except holidays)",2nd & 4th Friday of the month,"St. Benedict Church Capt. Cook
84-5140 Painted Church Rd Capt. Cook",328-2227,friday,unknown,unknown,"19.434951819649687,-155.88794852624972",,yes,pantry
Island of Hawaii,Immaculate Conception Church,Kona,Food Pantry,"2nd & 4th Saturday of the month
9:00-9:45 AM (except holidays)",2nd & 4th Saturday of the month,"Immaculate Conception Church
Holualoa – below Holualoa School
Distributed by St. Michael’s",326-7771,saturday,unknown,unknown,"19.6165893993358, -155.9493924118135",,yes,pantry
Island of Hawaii,The Friendly Place,Kona,Soup Kitchen,Monday 8:30-9:00 AM Breakfast (except holidays),,"The Friendly Place
55-5595 Pawai Pl, Old Industrial Area
Served by Hope Services",217-6183,monday,unknown,unknown,"19.643745,-155.999317",,yes,meals
Oahu,Aiea 7th Day Adventist Church,Central Oahu,Food Pantry,"Saturday 8:00am - 9:00am

call (808) 488-9855",,"99-005 Moanalua Rd.
Aiea, HI 96701",(808) 488-9855,"saturday,appointment",yes,no,"21.380895930620294,-157.93412211697375",,yes,pantry
Oahu,Armed Services YMCA (JBPHH),Central Oahu,Food Pantry,"Monday to Friday 8:00am - 3:00pm
",(Military installation access required),"100 McChord Street Joint Base Pearl Harbor- Hickam, 96853",808-448-1972,"monday,tuesday,wednesday,thursday,friday",yes,no,"21.33449411223639,-157.9402216810299",,yes,pantry
Oahu,Armed Services YMCA (Wheeler),Central Oahu,Food Pantry,"Monday to Friday 8:00am - 3:00pm
",(Military installation access required),"1262 Santos Dumont Ave Bldg. 122
Wahiawa, 96786",(808) 624-5645,"monday,tuesday,wednesday,thursday,friday",yes,no,"21.4838856130063,-158.0387768649557",,yes,pantry
Oahu,Brethren of Christ International,Central Oahu,Food Pantry,Sunday 12:00pm - 1:00pm,,"94-133 Pahu St.
Waipahu HI 96797",(808) 676-4673,sunday,yes,no,"21.382728626059535,-158.00689007705213",,yes,pantry
Oahu,Calvary Chapel Pearl Harbor,Central Oahu,Food Pantry,1st Saturdays 8:00am - 10:00am,,"94-1044 Waipio Uka St. Waipahu, HI 96797","(808) 372-6753
or
(808) 295-1669",saturday,yes,no,"21.413114623949312,-157.99906184093106",,yes,pantry
Oahu,First Assembly of God Red Hill,Central Oahu,Food Pantry,"Tuesday to Saturday 9:00am - 11:00am
Or appointments by calling (808) 836-2300",appointments by calling (808) 836-2300,"3400 Moanalua Rd.
Honolulu, HI 96819",(808) 836-2300,"tuesday,wedneday,thursday,friday,saturday,appointment",yes,yes,"21.36560430076464,-157.90257635609495",,yes,pantry
Oahu,New Hope Kapolei Ministry Center,Central Oahu,Food Pantry,3rd Saturday  8:00am - 10:00am,,"94-199 Leonui St.
Waipahu, HI 96797",(808) 680-9669,saturday,yes,no,"21.37791941787077,-158.02031785740795",,yes,pantry
Oahu,New Life Body of Christ Christian Church,Central Oahu,Food Pantry,Tuesday & Thursday 9:00am - 12:00pm,,"74 S. Kamehameha Hwy. Wahiawa, HI 96786",(808) 622-6650,"tuesday,thursday",yes,yes,"21.494995283934863,-158.0290726823696",,yes,pantry
Oahu,Our Lady of Sorrows,Central Oahu,Food Pantry,Last Saturday 9:00am - 11:00am,,"1403 California Ave.
Wahiawa, HI 96786",(808) 621-5109,saturday,yes,yes,"21.501723414735864,-158.01564571846276",,yes,pantry
Oahu,St. Timothy's Episcopal Church,Central Oahu,Food Pantry,Tuesdays 4:30pm - 6:30pm,,"98-939 Moanalua Rd.
Aiea, HI 96701",(808) 488-5747,tuesday,yes,no,"21.387309365893085,-157.94540728658205",,yes,pantry
Oahu,St. Elizabeth Catholic Church,Central Oahu,Food Pantry,"Thursdays 4:30pm - 6:00pm
(Games 4:30pm - 5:00pm)",,"99-312 Moanalua Rd.
Aiea, HI 96701",(808) 487-2414,thursday,yes,no,"21.376614218500936,-157.92963012292162",,yes,pantry
Oahu,St. Joseph Church,Central Oahu,Food Pantry,"Tuesday 2:30pm - 5pm
Or Call (808) 676-3493 for appointment",Call (808) 676-3493 for appointment,"94-675 Farrington Highway
Waipahu, HI 96797",(808) 676-3493,"tuesday,appointment",yes,no,"21.382853237498978,-158.00778774098103",,yes,pantry
Oahu,Surfing the Nation,Central Oahu,Food Pantry,Thursday to Saturday 1:00pm - 3:00pm,,"64 Ohai St.
Wahiawa, HI 96786",,"thursday,friday,saturday",no,no,"21.494827870730393,-158.02988069628387",,yes,pantry
Oahu,Voice of God Ministries,Central Oahu,Food Pantry,Wednesdays & Fridays (BY APPOINTMENT ONLY),"BY APPOINTMENT ONLY
Leave your name and number and they will return your call 11:00am - 1:00pm","233 Akamainui St.
Mililani, HI 96789",(808) 622-2635,"wednesday,friday",yes,yes,"21.478406585874986,-158.0215493182382",,yes,pantry
Oahu,Wahiawa 7th Day Adventist Church,Central Oahu,Food Pantry,Last Sunday  9:00am - 11:00am,,"1313 California Ave.
Wahiawa, HI 96786",(808) 622-3440,sunday,yes,no,"21.501281577667,-158.0184497701098",,yes,pantry
Oahu,Waipahu Seventh-Day Adventist,Central Oahu,Food Pantry,3rd Sunday 1:00pm - 3:00pm,,"94-902 Awanei St.
Waipahu, HI 96797",,sunday,yes,no,"21.38183175200635,-158.00171162691763",,yes,pantry
Oahu,"Angel Network Charities
",East Honolulu,Food Pantry,"2nd, 4th & 5th Fridays: 10:00am - 12:00pm",https://www.angelnetworkcharities.org/,"5339 Kalanianaole Hwy. Honolulu, HI 96821",(808) 377-1841,friday,yes,no,"21.277925285612092,-157.7491326029346",,yes,pantry
Oahu,"Kapiolani Community College - Pohukaina Food Pantry
",East Honolulu,Food Pantry,Thursdays  2:00pm - 5:00pm,"ONLINE REGISTRATION ONLY @ http://go.hawaii.edu/3Ss
(Parking available in lower Lot B.)","4303 Diamond Head Rd. `iliahi
231
Honolulu, HI 96816
",,thursday,yes,no,"21.268285643772245,-157.79912009517528",,yes,pantry
Oahu,Waikiki Community Center,East Honolulu,Food Pantry,Tuesdays  1:00pm - 2:00pm,,"310 Paoakalani Ave. Honolulu, HI 96816",(808) 923-1802,tuesday,yes,no,"21.2752654582464,-157.82033929502853",,yes,pantry
Oahu,Abundant Grace Church,Honolulu,Food Pantry,Wednesdays  10:00am - 12:00pm,,"702 Puuhale Rd.
Honolulu, HI 96819",(808) 200-1177,wednesday,yes,no,"21.33104209530656,-157.88206576726375",,yes,pantry
Oahu,Cedar Assembly of God,Honolulu,Food Pantry,1st & 3rd Tuesdays  8:00am - 9:00am,,"620 Waipa Lane
Honolulu, HI  96817",(808) 379-0257,tuesday,yes,no,"21.321494644803625,-157.86239096120923",,yes,pantry
Oahu,Church of Christ at Pearl Harbor,Honolulu,Food Pantry,"3rd Saturday 9:00am - 11:30am
Or make appointment by call
",call (808) 422-7033 for appointment,"515 Main Street
Honolulu, 96818",(808) 422-7033,"saturday,appointment",yes,no,"21.34063299243167,-157.93666452978619",,yes,pantry
Oahu,Church of God Prophecy,Honolulu,Food Pantry,2nd Sunday  10:00am - **While Supplies Last**,Location: Stevenson Recreation Center,"1202 Prospect Street
Honolulu, HI 96822",(808) 741-0745,sunday,yes,no,"21.311340827860246,-157.841026559921",,yes,pantry
Oahu,Co-Cathedral of St Theresa,Honolulu,Food Pantry,"Monday - Friday 8:00am - 12:00pm & 2:00pm -4:00pm
For Last Friday 3:00pm - 5:00pm
",,"712 N School St. Honolulu, HI 96817",(808) 521-1700,"monday,tuesday,wednesday,thursday,friday",yes,no,"21.324233886832005,-157.86107996741833",,yes,pantry
Oahu,First United Methodist Church,Honolulu,Food Pantry,Mondays: 2:00pm - 4:00pm,,"1020 S. Beretania Street Honolulu, HI 96814",(808) 522-9555,monday,yes,no,"21.303485361047013,-157.847569969417",,yes,pantry
Oahu,Full Gospel of Oahu,Honolulu,Food Pantry,Sunday: 8:30am - 1:00pm,,"1680 Kapiolani Blvd
Honolulu, HI 96814",(808) 942-0854,sunday,no,no,"21.291553073030734,-157.8383300268682",,yes,pantry
Oahu,Hawaii Cedar Church,Honolulu,Food Pantry,"Sunday: 11:00am - 12:00pm
Wednesday: 7:00am - 9:00am",,"1545 Kamehameha IV Rd.
Honolulu HI 96819",,"wednesday,sunday",yes,no,"21.340832092510535,-157.87530819536573",,yes,pantry
Oahu,Hawaiian Humane Society,Honolulu,Pet Food,"See website for current days of operations


","https://hawaiianhumane.org/pet-food-bank/
","2700 Waialae Ave.
Honolulu, HI 96826",(808) 356-2222,"monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointment",no,no,"21.29045630864359,-157.81836524107374",,yes,pet
Oahu,Honolulu Fil-am S.D.A Church,Honolulu,Food Pantry,1st & 3rd Sunday: 9:00am - 1:00pm,,"2232 Kanealii Ave.
Honolulu, HI 96813",,sunday,yes,yes,"21.320558173569616,-157.84564174366884",,yes,pantry
Oahu,Kaumakapili Church,Honolulu,Food Pantry,Wednesday: 9:00am - 11:00am,,"766 N King St.
Honolulu, HI 96817",(808) 845-0908,wednesday,yes,no,"21.321523647795164,-157.8662569347336",,yes,pantry
Oahu,New Hope International Ministries,Honolulu,Food Pantry,3rd Saturdays 8:00am - 10:00am or by appointment,"call (808) 842-4242 ext. 327
during Business Hours Only","2223 Hoonee Street
Honolulu, HI 96819","(808) 842-4242
ext. 327","saturday,appointment",yes,no,"21.328071720947374,-157.88833497029364",,yes,pantry
Oahu,Olivet Baptist Church,Honolulu,Food Pantry,"Saturday 9:00am - 11:00am or by appointment

","call (808) 946-6505 or
(808) 306-6611","1775 S Beretania St. Honolulu, HI 96826","(808) 946-6505
(808) 306-6611","saturday,appointment",yes,no,"21.29740313417649,-157.83245861517725",,yes,pantry
Oahu,Palama Settlement,Honolulu,Food Pantry,"Monday, Tuesday, Thursday, Friday: 9:00am - 11:00am
Or by appointment",call (808) 848-2529,"810 N. Vineyard Blvd. Honolulu, HI 96817",(808) 848-2529,"monday,tuesday,thursday,friday,appointment",yes,no,"21.323389166254938,-157.86393953134106",,yes,pantry
Oahu,Parents And Children Together,Honolulu,Food Pantry,"Monday, Wednesday,Friday: 8:30am - 4:00pm",Location: KPT Family Center,"1485 Linapuni St. Suite 103
Honolulu, HI 96819",(808) 841-6177,"monday,wednesday,friday",no,no,"21.337548890933768,-157.8762480119228",,yes,pantry
Oahu,The Parish of St. Clement,Honolulu,Food Pantry,Wednesday: 10:00am - 12:00pm,,"1515 Wilder Ave.
Honolulu, HI 96822",,wednesday,yes,yes,"21.30337608944773,-157.83509710993386",,yes,pantry
Oahu,River of Life Mission,Honolulu,Food Pantry,2nd & 4th Friday :10:30am - 3:00pm,,"101 N. Pauahi St.
Honolulu, HI 96817",,friday,yes,no,"21.312870546771457,-157.86235875116975",,yes,pantry
Oahu,The Salvation Army Family Services Office,Honolulu,Food Pantry,"
12:30pm - 2:30pm",,"296 N Vineyard Blvd.
Honolulu, HI 96817",(808) 521-6551,"monday,wednesday",yes,no,"21.317654484334522,-157.8597628933104",,yes,pantry
Oahu,St. Elizabeth’s Episcopal Church,Honolulu,Food Pantry,Monday to Wednesday: 8:00am - 12:00pm,,"720 North King St.
Honolulu, HI 96817",,"monday,tuesday,wednesday,thursday,friday,saturday",yes,yes,"21.321089348472604,-157.8662301553896",,yes,pantry
Oahu,St. John the Baptist Catholic Church,Honolulu,Food Pantry,4th Wednesday:10:30am - 12:30pm,,"2340 Omilo Ln.
Honolulu, HI 96819",(808) 845-0984,wednesday,yes,no,"21.337846724480222,-157.88143375476264",,yes,pantry
Oahu,St. Pius X Parish,Honolulu,Food Pantry,Wednesday & Friday: 10:00am - 11:30am,,"2821 Lowrey Ave.
Honolulu, HI 96822",(808) 988-3308,"wednesday,friday",yes,yes,"21.311300105461275,-157.8093438965525",,yes,pantry
Oahu,Su Gran Alabanza,Honolulu,Food Pantry,Wednesdays: 10:30am - 12:00pm,,"701 N King St.
Honolulu, HI 96817",(808) 843-8082,wednesday,no,no,"21.320205696181937,-157.86652111570132",,yes,pantry
Oahu,Susannah Wesley Community Center,Honolulu,Food Pantry,Tuesday & Thursday: 12:00pm - 2:00pm,,"1117 Kaili St.
Honolulu, HI 96819",(808) 847-1535,"tuesday,thursday",yes,yes,"21.33254727502922,-157.87573992264294",,yes,pantry
Oahu,The Pantry by Feeding Hawaii Together,Honolulu,Food Pantry,Pre-order at thepantry.org and receive a confirmation email with pick up date/times.,"By appointment only. Register and shop online at thepantry.org
","2522 Rose St.
Honolulu, HI 96819",(808) 888-0778,appointment,yes,yes,"21.342579149230126,-157.88084911338834",,yes,pantry
Oahu,City of Refuge Church,Leeward Coast,Food Pantry,"1st & 3rd Friday  3:00pm - **While Supplies
Last**",,"94-897 Waipahu St.
Waipahu, HI 96797",(808) 677-5677,friday,yes,no,"21.386069799563366,-158.0062980865116",,yes,pantry
Oahu,Elepaio Social Services,Leeward Coast,Food Pantry,Mondays: 10:00am - 12:00pm,"Location: Learning Center @ Maili
","87-790 Kulauka St.
Waianae, HI 96792",(808) 697-3526,monday,yes,no,"21.410178971125728,-158.17120317277852",,yes,pantry
Oahu,Elepaio Social Services,Leeward Coast,Food Pantry,Wednesdays: 10:00am - 12:00pm,Location: Waianae Elementary,"85-220 McArthur St. Waianae, HI 96792",(808) 697-3526,wednesday,yes,no,"21.446080539599723,-158.18448368337008",,yes,pantry
Oahu,Elepaio Social Services,Leeward Coast,Food Pantry,Thursdays: 10:00am - 12:00pm,Hoa Aina O Makaha,"87-766 Lahaina St.
Waianae, HI 96792",(808) 697-3526,thursday,yes,no,"21.46710205280449,-158.21042088349674",,yes,pantry
Oahu,Elepaio Social Services,Leeward Coast,Food Pantry,Friday: 10:00am - 12:00pm,,"87-1876 Farrington Hwy. Waianae, HI 96792",(808) 697-3526,friday,yes,no,"21.390644543142315,-158.15490556322044",,yes,pantry
Oahu,Hawaiian Humane Society,Leeward Coast,Pet Food,See website for current days of operations,https://hawaiianhumane.org/pet-food-bank/,"91-1945 Fort Weaver Rd. Ewa Beach, HI 96706",(808) 356-2222,"monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointment",no,no,"21.35976387762469,-158.0306128320596",,yes,pet
Oahu,Immaculate Conception Church,Leeward Coast,Food Pantry,Fridays: 4:00pm - 6:00pm (Except 1st Friday is Ohana Distribution),(Except 1st Friday is Ohana Distribution),"91-1298 Renton Rd. Ewa Beach, HI 96706",(808) 681-3701,friday,no,no,"21.345710479406375,-158.03336591955576",,yes,pantry
Oahu,Inspire Church,Leeward Coast,Food Pantry,"Thursday - 9:30am-4:30pm
Saturday - 4:45pm-6:15pm 
Sun - 8:00am-1:15pm 
call (808) 677-8844 for appointment",call (808) 677-8844 for appointment,"94-877 Lumiaina Street, Bldg 12
Waipahu, HI 96797",(808) 677-8844,"thursday,saturday,sunday,appointment",yes,no,"21.400676550392575,-158.00170304653108",,yes,pantry
Oahu,Ka Hana O Ke Akua UCC,Leeward Coast,Food Pantry,"7 days a week by appt only: 6:00am - 10:00pm
call (808) 696-5652",Only by appointments,"86-311 Lualualei Hmstd. Rd.
Waianae, HI 96792",(808) 696-5652,appointment,yes,no,"21.380043527404258,-158.1425669212908",,yes,pantry
Oahu,Nanaikapono Protestant Church,Leeward Coast,Food Pantry,"3rd Monday: 8:00am - 10:00am or by appointments

",call (808) 668-1184 for appointments,"89-235 Pua Ave.
Waianae, HI 96792",(808) 668-1184,"monday,appointment",yes,no,"21.38006038638541,-158.1425454636186",,yes,pantry
Oahu,Our Lady of Kea'au,Leeward Coast,Food Pantry,3rd Friday: 10:00am - 2:00pm,,"Kea'au Hmstds. Rd. Waianae, HI 96792",(808) 696-7255,friday,yes,no,"21.502823,-158.225337",,yes,pantry
Oahu,Our Lady of Perpetual Help,Leeward Coast,Food Pantry,Last Saturday: 9:00am - 11:00am,,"91-1004 North Rd.
Ewa Beach, HI 96706",(808) 689-8681,saturday,yes,yes,"21.316722503719213,-158.0067477822056",,yes,pantry
Oahu,Paradise Chapel,Leeward Coast,Food Pantry,Wednesdays: 7:00am - 9:00am,,"87-125 Maipalaoa Rd. Waianae, HI 96792",(808) 668-1588,wednesday,yes,no,"21.40793906940437,-158.1760616451483",,yes,pantry
Oahu,St. Jude Catholic Church,Leeward Coast,Food Pantry,"New clients 2:30pm -3:30pm to register
Tuesday & Thursday: 3:30pm - **While Supplies Last**",New clients 2:30pm -3:30pm to register,"92-455 Makakilo Dr.
Kapolei, HI 96707",,"tuesday,thursday",yes,yes,"21.343308393166488,-158.0783712553437",,yes,pantry
Oahu,St. Rita's Church,Leeward Coast,Food Pantry,Monday & Wednesday: 9:30am - 11am,,"89-318 Farrington Highway
Waianae, HI 96792",(808) 668-7833,"monday,wednesday",yes,no,"21.377572575811474,-158.14080737550822",,yes,pantry
Oahu,Waianae Baptist Church,Leeward Coast,Food Pantry,Wednesdays: 9:00am - 12:00pm,,"85-131 Ala Hema St. Waianae, HI 96792",,wednesday,yes,yes,"21.45008871523528,-158.18893447017075",,yes,pantry
Oahu,Waianae Wags,Leeward Coast,Pet Food,"2nd & 4th Saturdays: 10:00am - 12:00pm
Or call (808) 754-7187 for appointment",,"85-786 Farrington Highway
Waianae HI 9679",(808) 754-7187,"saturday,appointment",no,no,"21.447336726898826,-158.1885742374697",,yes,pet
Oahu,Jesus Is Alive Fellowship,North Shore,Food Pantry,Sundays: 12:30pm-1:30pm,,"66-405 Waialua Beach Rd.
Haleiwa, HI 96712",(808) 754-5949,sunday,yes,no,"21.57580439167133,-158.1182916482627",,yes,pantry
Oahu,Private Sector Hawaii,North Shore,Food Pantry,"Monday Delivery: 1:00pm - 5:00pm
call (808) 638-9627 for appointment",Make appointments by calling. Deliveries on Monday,"P. O. Box 1109
Haleiwa, HI 96712",(808) 638-9627,"monday,appointment",yes,no,"21.58173501730608,-158.10513461265353",,yes,pantry
Oahu,St. Michael Parish Outreach,North Shore,Food Pantry,"Mondays: 8:30am - 10:30am
Or call (808) 637-4040 for appointment ",,"67-340 Haona St.
Waialua, HI 96791","
(808) 637-4040","monday,appointment",yes,no,"21.56886109395583,-158.12140896152246",,yes,pantry
Oahu,Sunset Beach Christian Church,North Shore,Food Pantry,Tuesdays: 11:30am - 1:30pm,,"59-578 Kamehameha Highway
Haleiwa, HI 96712",(808) 638-0019,tuesday,yes,no,"21.655504366739134,-158.05858695176715",,yes,pantry
Oahu,Armed Services YMCA (MCBH),Windward Coast,Food Pantry,"Monday - Friday: 8:00am - 3:00pm
(Military installation access required)",(Military installation access required),"455 Bingham Way
Kailua, Hi 96734",(808) 254-4719,"monday,tuesday,wednesday,thursday,friday",yes,no,"21.44687031423033,-157.75064549827442",,yes,pantry
Oahu,Central Union Church Windward,Windward Coast,Food Pantry,Wednesdays: 9:00am - 10:00pm,,"38 Kaneohe Bay Dr.
Kailua, HI 96734",,wednesday,yes,no,"21.422454121895484,-157.74951622269057",,yes,pantry
Oahu,First Assembly of God Windward,Windward Coast,Food Pantry,Sundays: 9:45am - 12:30pm,,"47-323 Ahuimanu Rd. Kaneohe, HI 96744",,sunday,yes,yes,"21.448979847314078,-157.83389568353377",,yes,pantry
Oahu,Giving Hope Hawaii,Windward Coast,Food Pantry,,call or go online to schedule an appointment: https://www.givinghopehawaii.org/food-assistance,"46-158 Kahuhipa Street Kaneohe, HI 96744",(808) 620-2537,"monday,tuesday,wednesday,thursday,friday,appointment",yes,no,"21.416549925666455,-157.80473334322465",,yes,pantry
Oahu,Hui Mahiai Aina,Windward Coast,Food Pantry,Tuesdays: 9:00am - 12:00pm,,"41-902 OluOlu St.
Waimanalo, Hi 96795",,tuesday,yes,yes,"21.335269647758867,-157.70161340762496",,yes,pantry
Oahu,Hui O Hau'ula,Windward Coast,Food Pantry,"Monday, Wednesday, Friday: 9:00am - 12:00pm",,"54-010 Kukuna Road Hauula, HI 96717",,"monday,wednesday,friday",yes,yes,"21.608699339502778,-157.90983826805342",,yes,pantry
Oahu,KEY Project,Windward Coast,Food Pantry,Monday to Friday: 8:00am - 4:00pm,,"47-200 Waihee Rd.
Kaneohe, HI 96744",(808) 239-5777,"monday,tuesday,wednesday,thursday,friday",yes,no,"21.45770146322193,-157.84339044713195",,yes,pantry
Oahu,Our Lady of Mount Carmel Church,Windward Coast,Food Pantry,Wednesdays: 10:00am - 12:00pm,,"48-422 Kamehameha Hwy.
Kaneohe, HI 96744",(808) 239-9269,wednesday,yes,no,"21.495316256002184,-157.85210336643104",,yes,pantry
Oahu,"Residential Youth Serivces and
Empowerment (RYSE)",Windward Coast,Food Pantry,Monday to Sunday: 8:00am-8:00pm,,"42-470 Kalanianaʻole Hwy Bldg 6, Kailua, HI 96734",(808) 498-5180,"monday,tuesday,wednesday,thursday,friday,saturday,sunday",yes,no,"21.373524851489293,-157.7502974392703",,yes,pantry
Oahu,St. Ann's Church,Windward Coast,Food Pantry,"Monday, Tuesday, Wednesday: 1:00pm",call (808) 247-3092 ext. 123 (Only by appointments),"46-129 Haiku Rd.
Kaneohe, HI 96744","(808) 247-3092
ext. 123","monday,tuesday,wednesday,appointment",no,no,"21.421829456324126,-157.80556159738535",,yes,pantry
Oahu,St. Anthony's Outreach,"Windward
Coast",Food Pantry,Tuesdays & Thursdays 9am - 12pm,,"114 Makawao Street Kailua, HI 96734",(808) 266-2227,"tuesday,thursday",yes,no,"21.400834662232448,-157.73849841132463",,yes,pantry
Oahu,St. Mark Lutheran Church,"Windward
Coast",Food Pantry,Saturdays 8:00am - 10:00am,,"45-725 Kamehameha Hwy.
Kaneohe, HI 96744",(808) 247-4565,saturday,yes,no,"21.407978826534194,-157.79828022758966",,yes,pantry
Oahu,The Salvation Army Kaneohe,"Windward
Coast",Food Pantry,Tuesdays 9:00am - 12:00pm,,"45-175 Waikalua Rd. Kaneohe, HI 96744",(808) 235-1408,tuesday,yes,no,"21.415012402854767,-157.79491258935045",,yes,pantry
Oahu,Windward Baptist Church,"Windward
Coast",Food Pantry,"Tuesday, Thursday & Friday 11:00am - 12:00pm",,"47-528 A Kamehameha Hwy.
Kanoehe, HI 96744",(808) 239-6917,"tuesday,thursday,friday",no,no,"21.457490770158923,-157.83896994250077",,yes,pantry
Oahu,St. Elizabeth Catholic Church,"Central
Oahu",Food Meals,Thursdays  5:00pm - 6:00pm,,"99-312 Moanalua Rd. Aiea, HI 96701",(808) 487-2414,thursday,no,no,"21.37660955308357,-157.9296317225374",,yes,meals
Oahu,St. Timothy's Episcopal Church,"Central
Oahu",Food Meals,2nd & 4th Tuesday 4:30pm - 6:00pm,,"98-939 Moanalua Rd. Aiea, HI 96701",(808) 488-5747,tuesday,yes,no,"21.38695011017255,-157.9459420032321",,yes,meals
